Year,Manufacturer,Model,barrels08,charge240,city08U,cityCD,cityE,cityUF,co2,comb08U,combE,combinedCD,combinedUF,cylinders,feScore,fuelCost08,fuelType1,ghgScore,highway08U,highwayCD,highwayE,highwayUF,id,phevBlended,charge240b
2020,Subaru,WRX,14.16714286,0.0,18.0,0.0,0.0,0.0,422.0,20.0,0.0,0.0,0.0,4.0,4,3100.0,Premium Gasoline,4,24.0,0.0,0.0,0.0,41555,False,0.0
2020,Buick,Regal,11.44269231,0.0,22.0,0.0,0.0,0.0,343.0,25.0,0.0,0.0,0.0,4.0,5,2500.0,Premium Gasoline,5,31.0,0.0,0.0,0.0,41557,False,0.0
2019,Audi,A6 quattro,11.01888889,0.0,24.0,0.0,0.0,0.0,329.0,27.0,0.0,0.0,0.0,4.0,6,2400.0,Premium Gasoline,6,31.0,0.0,0.0,0.0,41592,False,0.0
2020,Fiat,500 L,11.9004,0.0,22.0,0.0,0.0,0.0,356.0,24.0,0.0,0.0,0.0,4.0,5,2600.0,Premium Gasoline,5,29.0,0.0,0.0,0.0,41650,False,0.0
2020,Mercedes-Benz,CLS450,11.44269231,0.0,23.0,0.0,0.0,0.0,334.0,26.0,0.0,0.0,0.0,6.0,5,2500.0,Premium Gasoline,5,30.0,0.0,0.0,0.0,41713,False,0.0
2020,Acura,RLX Hybrid,10.62535714,0.0,28.0,0.0,0.0,0.0,316.0,28.0,0.0,0.0,0.0,6.0,6,2350.0,Premium Gasoline,6,29.0,0.0,0.0,0.0,41718,False,0.0
2020,BMW,M550i xDrive,14.8755,0.0,17.0,0.0,0.0,0.0,435.0,20.0,0.0,0.0,0.0,8.0,4,3250.0,Premium Gasoline,4,25.0,0.0,0.0,0.0,41725,False,0.0
2020,BMW,840i Gran Coupe,12.39625,0.0,21.0,0.0,0.0,0.0,361.0,24.0,0.0,0.0,0.0,6.0,5,2700.0,Premium Gasoline,5,29.0,0.0,0.0,0.0,41726,False,0.0
2020,Maserati,Ghibli S,15.65842105,0.0,16.0,0.0,0.0,0.0,460.0,19.0,0.0,0.0,0.0,6.0,3,3450.0,Premium Gasoline,3,23.0,0.0,0.0,0.0,41731,False,0.0
2020,MINI,Cooper S Clubman,10.25896552,0.0,25.0,0.0,0.0,0.0,304.0,29.0,0.0,0.0,0.0,4.0,6,2250.0,Premium Gasoline,6,34.0,0.0,0.0,0.0,41738,False,0.0
2020,Ford,Fusion AWD,12.93521739,0.0,19.0,0.0,0.0,0.0,384.0,23.0,0.0,0.0,0.0,4.0,5,2300.0,Regular Gasoline,5,28.0,0.0,0.0,0.0,41799,False,0.0
2020,Lincoln,MKZ FWD,12.39625,0.0,20.0,0.0,0.0,0.0,373.0,23.0,0.0,0.0,0.0,4.0,5,2200.0,Regular Gasoline,5,30.0,0.0,0.0,0.0,41805,False,0.0
2020,Toyota,Avalon Hybrid XLE,6.761590909,0.0,42.0,0.0,0.0,0.0,201.0,43.0,0.0,0.0,0.0,4.0,9,1200.0,Regular Gasoline,9,44.0,0.0,0.0,0.0,41814,False,0.0
2020,Honda,Civic 4Dr,9.917,0.0,26.0,0.0,0.0,0.0,294.0,30.0,0.0,0.0,0.0,4.0,7,2200.0,Premium Gasoline,7,36.0,0.0,0.0,0.0,41889,False,0.0
2020,Ford,Fusion Energi Plug-in Hybrid,3.334899543,2.0,42.0,0.0,31.0,0.0,99.0,41.0,33.0,0.0,0.0,4.0,10,1250.0,Regular Gasoline,10,40.0,0.0,35.0,0.0,41899,True,0.0
2020,Volvo,V60 AWD PHEV,5.101057673,3.0,28.0,0.0,46.0,0.0,155.0,30.0,47.0,0.0,0.0,4.0,9,2200.0,Premium Gasoline,10,33.0,0.0,48.0,0.0,41946,True,0.0
2020,Toyota,Yaris,8.750294118,0.0,30.0,0.0,0.0,0.0,264.0,34.0,0.0,0.0,0.0,4.0,8,1550.0,Regular Gasoline,8,39.0,0.0,0.0,0.0,41999,False,0.0
2020,BMW,M5,17.50058824,0.0,14.0,0.0,0.0,0.0,518.0,17.0,0.0,0.0,0.0,8.0,3,3850.0,Premium Gasoline,3,21.0,0.0,0.0,0.0,42002,False,0.0
2020,Toyota,Camry XSE,11.44269231,0.0,22.0,0.0,0.0,0.0,345.0,25.0,0.0,0.0,0.0,6.0,5,2050.0,Regular Gasoline,5,31.0,0.0,0.0,0.0,42012,False,0.0
2020,Toyota,Camry XLE/XSE,9.597096774,0.0,27.0,0.0,0.0,0.0,284.0,31.0,0.0,0.0,0.0,4.0,7,1700.0,Regular Gasoline,7,37.0,0.0,0.0,0.0,42014,False,0.0
2020,Lexus,IS 350 AWD,14.16714286,0.0,19.0,0.0,0.0,0.0,422.0,21.0,0.0,0.0,0.0,6.0,4,3100.0,Premium Gasoline,4,25.0,0.0,0.0,0.0,42119,False,0.0
2020,Lexus,LS 500,12.93521739,0.0,19.0,0.0,0.0,0.0,389.0,22.0,0.0,0.0,0.0,6.0,5,2850.0,Premium Gasoline,5,30.0,0.0,0.0,0.0,42133,False,0.0
2019,STI,S209,17.50058824,0.0,15.0,0.0,0.0,0.0,518.0,17.0,0.0,0.0,0.0,4.0,3,3850.0,Premium Gasoline,3,20.0,0.0,0.0,0.0,42138,False,0.0
2020,Honda,Civic 2Dr,9.015454545,0.0,30.0,0.0,0.0,0.0,264.0,33.0,0.0,0.0,0.0,4.0,7,1600.0,Regular Gasoline,7,38.0,0.0,0.0,0.0,42144,False,0.0
2020,Toyota,C-HR,10.25896552,0.0,27.0,0.0,0.0,0.0,305.0,28.0,0.0,0.0,0.0,4.0,6,1850.0,Regular Gasoline,6,31.0,0.0,0.0,0.0,42145,False,0.0
2020,Alfa Romeo,Giulia,11.01888889,0.0,23.0,0.0,0.0,0.0,330.0,26.0,0.0,0.0,0.0,4.0,6,2400.0,Premium Gasoline,6,32.0,0.0,0.0,0.0,42146,False,0.0
2020,Honda,Civic 4Dr,9.015454545,0.0,30.0,0.0,0.0,0.0,266.0,33.0,0.0,0.0,0.0,4.0,7,1600.0,Regular Gasoline,7,37.0,0.0,0.0,0.0,42149,False,0.0
2020,Honda,Civic 4Dr,10.25896552,0.0,25.0,0.0,0.0,0.0,300.0,29.0,0.0,0.0,0.0,4.0,6,1850.0,Regular Gasoline,6,36.0,0.0,0.0,0.0,42151,False,0.0
2020,Honda,Civic 4Dr,9.2971875,0.0,28.0,0.0,0.0,0.0,276.0,32.0,0.0,0.0,0.0,4.0,7,1650.0,Regular Gasoline,7,37.0,0.0,0.0,0.0,42152,False,0.0
2020,Mercedes-Benz,AMG S63 4matic Plus Coupe,14.8755,0.0,16.0,0.0,0.0,0.0,437.0,20.0,0.0,0.0,0.0,8.0,4,3250.0,Premium Gasoline,4,26.0,0.0,0.0,0.0,42196,False,0.0
2020,Audi,S4,12.93521739,0.0,19.0,0.0,0.0,0.0,393.0,22.0,0.0,0.0,0.0,6.0,5,2850.0,Premium Gasoline,5,26.0,0.0,0.0,0.0,42221,False,0.0
2020,Lexus,UX 250h,7.083571429,0.0,43.0,0.0,0.0,0.0,209.0,42.0,0.0,0.0,0.0,4.0,9,1250.0,Regular Gasoline,9,40.0,0.0,0.0,0.0,42222,False,0.0
2020,Mitsubishi,Mirage,7.628461538,0.0,35.0,0.0,0.0,0.0,228.0,38.0,0.0,0.0,0.0,3.0,9,1350.0,Regular Gasoline,9,42.0,0.0,0.0,0.0,42228,False,0.0
2020,Volkswagen,GTI,11.01888889,0.0,24.0,0.0,0.0,0.0,327.0,27.0,0.0,0.0,0.0,4.0,6,1950.0,Regular Gasoline,6,31.0,0.0,0.0,0.0,42231,False,0.0
2020,Audi,S7,13.52318182,0.0,18.0,0.0,0.0,0.0,410.0,21.0,0.0,0.0,0.0,6.0,4,2950.0,Premium Gasoline,4,27.0,0.0,0.0,0.0,42234,False,0.0
2020,Lexus,UX 200,9.015454545,0.0,29.0,0.0,0.0,0.0,271.0,32.0,0.0,0.0,0.0,4.0,7,1600.0,Regular Gasoline,7,37.0,0.0,0.0,0.0,42239,False,0.0
2020,Hyundai,Ioniq Plug-in Hybrid,2.466292773,2.0,52.0,0.0,27.0,0.0,74.0,52.0,28.0,0.0,0.0,4.0,10,1000.0,Regular Gasoline,10,51.0,0.0,30.0,0.0,42290,True,0.0
2020,Kia,Niro,6.071632653,0.0,50.0,0.0,0.0,0.0,183.0,48.0,0.0,0.0,0.0,4.0,10,1100.0,Regular Gasoline,10,46.0,0.0,0.0,0.0,42307,False,0.0
2020,Dodge,Challenger SRT,18.594375,0.0,13.0,0.0,0.0,0.0,546.0,16.0,0.0,0.0,0.0,8.0,2,4100.0,Premium Gasoline,2,22.0,0.0,0.0,0.0,42319,False,0.0
2020,Dodge,Challenger SRT,18.594375,0.0,12.0,0.0,0.0,0.0,567.0,15.0,0.0,0.0,0.0,8.0,2,4100.0,Premium Gasoline,2,20.0,0.0,0.0,0.0,42320,False,0.0
2020,Dodge,Challenger,16.52833333,0.0,14.0,0.0,0.0,0.0,500.0,17.0,0.0,0.0,0.0,8.0,3,3650.0,Premium Gasoline,3,24.0,0.0,0.0,0.0,42324,False,0.0
2020,Volkswagen,Jetta,8.750294118,0.0,29.0,0.0,0.0,0.0,263.0,33.0,0.0,0.0,0.0,4.0,8,1550.0,Regular Gasoline,8,40.0,0.0,0.0,0.0,42431,False,0.0
2020,Volkswagen,Jetta,8.750294118,0.0,29.0,0.0,0.0,0.0,262.0,34.0,0.0,0.0,0.0,4.0,8,1550.0,Regular Gasoline,8,40.0,0.0,0.0,0.0,42432,False,0.0
2020,Mazda,2,8.750294118,0.0,30.0,0.0,0.0,0.0,264.0,34.0,0.0,0.0,0.0,4.0,8,1550.0,Regular Gasoline,8,39.0,0.0,0.0,0.0,42449,False,0.0
2020,BMW,M235i xDrive,11.44269231,0.0,22.0,0.0,0.0,0.0,335.0,26.0,0.0,0.0,0.0,4.0,5,2500.0,Premium Gasoline,5,32.0,0.0,0.0,0.0,42462,False,0.0
2020,Cadillac,CT4 AWD,11.44269231,0.0,22.0,0.0,0.0,0.0,343.0,25.0,0.0,0.0,0.0,4.0,5,2500.0,Premium Gasoline,5,31.0,0.0,0.0,0.0,42466,False,0.0
2020,Cadillac,CT4,11.01888889,0.0,23.0,0.0,0.0,0.0,327.0,27.0,0.0,0.0,0.0,4.0,6,2400.0,Premium Gasoline,6,34.0,0.0,0.0,0.0,42467,False,0.0
2020,Cadillac,CT5,14.16714286,0.0,18.0,0.0,0.0,0.0,412.0,21.0,0.0,0.0,0.0,6.0,4,3100.0,Premium Gasoline,4,25.0,0.0,0.0,0.0,42470,False,0.0
2020,Cadillac,CT5 V,14.16714286,0.0,18.0,0.0,0.0,0.0,412.0,21.0,0.0,0.0,0.0,6.0,4,3100.0,Premium Gasoline,4,25.0,0.0,0.0,0.0,42471,False,0.0
2021,Kia,Soul,11.01888889,0.0,24.0,0.0,0.0,0.0,332.0,27.0,0.0,0.0,0.0,4.0,6,1950.0,Regular Gasoline,6,30.0,0.0,0.0,0.0,42498,False,0.0
2021,Honda,Insight Touring,6.198125,0.0,51.0,0.0,0.0,0.0,184.0,47.0,0.0,0.0,0.0,4.0,9,1100.0,Regular Gasoline,9,44.0,0.0,0.0,0.0,42537,False,0.0
2021,Hyundai,Veloster,9.917,0.0,27.0,0.0,0.0,0.0,296.0,30.0,0.0,0.0,0.0,4.0,6,1750.0,Regular Gasoline,6,34.0,0.0,0.0,0.0,42540,False,0.0
2020,Bentley,Mulsanne,24.7925,0.0,9.0,0.0,0.0,0.0,749.0,11.0,0.0,0.0,0.0,8.0,1,5450.0,Premium Gasoline,1,16.0,0.0,0.0,0.0,42579,False,0.0
2021,Toyota,Corolla,9.015454545,0.0,29.0,0.0,0.0,0.0,267.0,33.0,0.0,0.0,0.0,4.0,7,1600.0,Regular Gasoline,7,38.0,0.0,0.0,0.0,42582,False,0.0
2021,Toyota,Corolla,9.015454545,0.0,29.0,0.0,0.0,0.0,271.0,32.0,0.0,0.0,0.0,4.0,7,1600.0,Regular Gasoline,7,38.0,0.0,0.0,0.0,42583,False,0.0
2021,Toyota,Corolla,9.2971875,0.0,28.0,0.0,0.0,0.0,277.0,31.0,0.0,0.0,0.0,4.0,7,1650.0,Regular Gasoline,7,36.0,0.0,0.0,0.0,42588,False,0.0
2020,Mercedes-Benz,AMG CLA45 4matic,12.93521739,0.0,20.0,0.0,0.0,0.0,382.0,23.0,0.0,0.0,0.0,4.0,5,2850.0,Premium Gasoline,5,28.0,0.0,0.0,0.0,42651,False,0.0
2021,Volvo,V90 FWD,11.44269231,0.0,22.0,0.0,0.0,0.0,339.0,26.0,0.0,0.0,0.0,4.0,5,2500.0,Premium Gasoline,5,33.0,0.0,0.0,0.0,42680,False,0.0
2021,Subaru,Impreza Sport 5-Door,11.9004,0.0,22.0,0.0,0.0,0.0,351.0,25.0,0.0,0.0,0.0,4.0,5,2100.0,Regular Gasoline,5,29.0,0.0,0.0,0.0,42726,False,0.0
2021,Subaru,Impreza Sport 5-Door,9.917,0.0,27.0,0.0,0.0,0.0,292.0,30.0,0.0,0.0,0.0,4.0,6,1750.0,Regular Gasoline,6,35.0,0.0,0.0,0.0,42727,False,0.0
2021,Toyota,Corolla Hatchback,8.500285714,0.0,31.0,0.0,0.0,0.0,251.0,35.0,0.0,0.0,0.0,4.0,7,1500.0,Regular Gasoline,7,41.0,0.0,0.0,0.0,42746,False,0.0
2021,Kia,Stinger AWD,12.39625,0.0,21.0,0.0,0.0,0.0,368.0,24.0,0.0,0.0,0.0,4.0,5,2700.0,Premium Gasoline,5,28.0,0.0,0.0,0.0,42777,False,0.0
2021,MINI,Cooper S Countryman,10.62535714,0.0,24.0,0.0,0.0,0.0,321.0,27.0,0.0,0.0,0.0,4.0,6,2350.0,Premium Gasoline,6,32.0,0.0,0.0,0.0,42826,False,0.0
2021,MINI,Cooper S Countryman All4,11.44269231,0.0,22.0,0.0,0.0,0.0,341.0,25.0,0.0,0.0,0.0,4.0,5,2500.0,Premium Gasoline,5,31.0,0.0,0.0,0.0,42827,False,0.0
2021,MINI,JCW Countryman All4,11.44269231,0.0,23.0,0.0,0.0,0.0,343.0,26.0,0.0,0.0,0.0,4.0,5,2500.0,Premium Gasoline,5,30.0,0.0,0.0,0.0,42830,False,0.0
2021,Rolls-Royce,Wraith,21.25071429,0.0,11.0,0.0,0.0,0.0,624.0,14.0,0.0,0.0,0.0,12.0,1,4650.0,Premium Gasoline,1,18.0,0.0,0.0,0.0,42831,False,0.0
2021,Rolls-Royce,Wraith Black Badge,21.25071429,0.0,11.0,0.0,0.0,0.0,624.0,14.0,0.0,0.0,0.0,12.0,1,4650.0,Premium Gasoline,1,18.0,0.0,0.0,0.0,42832,False,0.0
2021,BMW,530i xDrive,11.01888889,0.0,23.0,0.0,0.0,0.0,330.0,26.0,0.0,0.0,0.0,4.0,6,2400.0,Premium Gasoline,6,31.0,0.0,0.0,0.0,42934,False,0.0
2021,Toyota,Avalon,11.9004,0.0,21.0,0.0,0.0,0.0,352.0,25.0,0.0,0.0,0.0,6.0,5,2100.0,Regular Gasoline,5,31.0,0.0,0.0,0.0,42943,False,0.0
2021,Toyota,Avalon AWD,10.62535714,0.0,24.0,0.0,0.0,0.0,315.0,28.0,0.0,0.0,0.0,4.0,6,1900.0,Regular Gasoline,6,34.0,0.0,0.0,0.0,42946,False,0.0
2021,Volvo,V60 AWD PHEV,5.101057673,3.0,28.0,0.0,46.0,0.0,155.0,30.0,47.0,0.0,0.0,4.0,8,2200.0,Premium Gasoline,10,33.0,0.0,48.0,0.0,42985,True,0.0
2021,Audi,S4,12.93521739,0.0,20.0,0.0,0.0,0.0,380.0,23.0,0.0,0.0,0.0,6.0,5,2850.0,Premium Gasoline,5,27.0,0.0,0.0,0.0,42997,False,0.0
2021,Mazda,3 4-Door 2WD,9.597096774,0.0,28.0,0.0,0.0,0.0,287.0,31.0,0.0,0.0,0.0,4.0,7,1700.0,Regular Gasoline,7,35.0,0.0,0.0,0.0,43042,False,0.0
2021,Mazda,3 4-Door 2WD,9.917,0.0,26.0,0.0,0.0,0.0,299.0,29.0,0.0,0.0,0.0,4.0,6,1750.0,Regular Gasoline,6,35.0,0.0,0.0,0.0,43043,False,0.0
2021,Hyundai,Elantra,8.500285714,0.0,30.0,0.0,0.0,0.0,257.0,34.0,0.0,0.0,0.0,4.0,7,1500.0,Regular Gasoline,7,40.0,0.0,0.0,0.0,43046,False,0.0
2021,Mazda,3 5-Door 2WD,10.25896552,0.0,26.0,0.0,0.0,0.0,304.0,29.0,0.0,0.0,0.0,4.0,6,1850.0,Regular Gasoline,6,34.0,0.0,0.0,0.0,43053,False,0.0
2021,Audi,A6 quattro,11.44269231,0.0,23.0,0.0,0.0,0.0,341.0,25.0,0.0,0.0,0.0,4.0,5,2500.0,Premium Gasoline,5,30.0,0.0,0.0,0.0,43175,False,0.0
2021,Maserati,Ghibli,14.8755,0.0,17.0,0.0,0.0,0.0,446.0,19.0,0.0,0.0,0.0,6.0,4,3250.0,Premium Gasoline,4,24.0,0.0,0.0,0.0,43179,False,0.0
2021,Acura,TLX AWD,12.39625,0.0,20.0,0.0,0.0,0.0,369.0,24.0,0.0,0.0,0.0,4.0,5,2700.0,Premium Gasoline,5,29.0,0.0,0.0,0.0,43236,False,0.0
2021,Acura,TLX FWD A-SPEC,11.9004,0.0,21.0,0.0,0.0,0.0,357.0,24.0,0.0,0.0,0.0,4.0,5,2600.0,Premium Gasoline,5,30.0,0.0,0.0,0.0,43237,False,0.0
2021,Mercedes-Benz,CLS450,11.44269231,0.0,22.0,0.0,0.0,0.0,347.0,25.0,0.0,0.0,0.0,6.0,5,2500.0,Premium Gasoline,5,30.0,0.0,0.0,0.0,43242,False,0.0
2021,Toyota,Corolla APEX,8.750294118,0.0,30.0,0.0,0.0,0.0,264.0,33.0,0.0,0.0,0.0,4.0,7,1550.0,Regular Gasoline,7,38.0,0.0,0.0,0.0,43298,False,0.0
2021,Toyota,Camry XSE,11.44269231,0.0,22.0,0.0,0.0,0.0,345.0,25.0,0.0,0.0,0.0,6.0,5,2050.0,Regular Gasoline,5,31.0,0.0,0.0,0.0,43304,False,0.0
2021,Honda,HR-V FWD,9.917,0.0,28.0,0.0,0.0,0.0,292.0,30.0,0.0,0.0,0.0,4.0,6,1750.0,Regular Gasoline,6,33.0,0.0,0.0,0.0,43311,False,0.0
2021,Audi,A4 quattro,10.62535714,0.0,25.0,0.0,0.0,0.0,311.0,28.0,0.0,0.0,0.0,4.0,6,2350.0,Premium Gasoline,6,33.0,0.0,0.0,0.0,43342,False,0.0
2021,Lexus,IS 300,11.9004,0.0,21.0,0.0,0.0,0.0,357.0,24.0,0.0,0.0,0.0,4.0,5,2600.0,Premium Gasoline,5,31.0,0.0,0.0,0.0,43346,False,0.0
2021,Mercedes-Benz,AMG CLS53 4matic Plus,12.93521739,0.0,20.0,0.0,0.0,0.0,389.0,22.0,0.0,0.0,0.0,6.0,5,2850.0,Premium Gasoline,5,26.0,0.0,0.0,0.0,43349,False,0.0
2021,Nissan,Altima,9.2971875,0.0,27.0,0.0,0.0,0.0,281.0,31.0,0.0,0.0,0.0,4.0,7,1650.0,Regular Gasoline,7,38.0,0.0,0.0,0.0,43390,False,0.0
2021,Dodge,Challenger,12.93521739,0.0,19.0,0.0,0.0,0.0,389.0,22.0,0.0,0.0,0.0,6.0,5,2300.0,Regular Gasoline,5,30.0,0.0,0.0,0.0,43434,False,0.0
2021,Dodge,Challenger,16.52833333,0.0,15.0,0.0,0.0,0.0,494.0,17.0,0.0,0.0,0.0,8.0,3,3650.0,Premium Gasoline,3,23.0,0.0,0.0,0.0,43436,False,0.0
2021,Dodge,Challenger SRT,18.594375,0.0,12.0,0.0,0.0,0.0,567.0,15.0,0.0,0.0,0.0,8.0,2,4100.0,Premium Gasoline,2,20.0,0.0,0.0,0.0,43440,False,0.0
2021,Dodge,Challenger SRT Widebody,19.834,0.0,12.0,0.0,0.0,0.0,575.0,15.0,0.0,0.0,0.0,8.0,2,4350.0,Premium Gasoline,2,21.0,0.0,0.0,0.0,43444,False,0.0
2021,Hyundai,Elantra,10.62535714,0.0,24.0,0.0,0.0,0.0,318.0,28.0,0.0,0.0,0.0,4.0,6,1900.0,Regular Gasoline,6,33.0,0.0,0.0,0.0,43447,False,0.0
2021,Lexus,LS 500,13.52318182,0.0,18.0,0.0,0.0,0.0,399.0,22.0,0.0,0.0,0.0,6.0,4,2950.0,Premium Gasoline,4,28.0,0.0,0.0,0.0,43489,False,0.0
2021,Mercedes-Benz,AMG C63 S,14.16714286,0.0,17.0,0.0,0.0,0.0,433.0,20.0,0.0,0.0,0.0,8.0,4,3100.0,Premium Gasoline,4,26.0,0.0,0.0,0.0,43532,False,0.0
2021,Mercedes-Benz,S560 4matic Coupe,14.8755,0.0,16.0,0.0,0.0,0.0,454.0,19.0,0.0,0.0,0.0,8.0,4,3250.0,Premium Gasoline,4,26.0,0.0,0.0,0.0,43533,False,0.0
2021,Mercedes-Benz,AMG S63 4matic Plus Coupe,15.65842105,0.0,15.0,0.0,0.0,0.0,471.0,18.0,0.0,0.0,0.0,8.0,3,3450.0,Premium Gasoline,3,25.0,0.0,0.0,0.0,43534,False,0.0
2021,Nissan,Sentra SR,9.2971875,0.0,28.0,0.0,0.0,0.0,283.0,32.0,0.0,0.0,0.0,4.0,7,1650.0,Regular Gasoline,7,37.0,0.0,0.0,0.0,43540,False,0.0
2021,BMW,M3 Competition,15.65842105,0.0,16.0,0.0,0.0,0.0,470.0,18.0,0.0,0.0,0.0,6.0,3,3450.0,Premium Gasoline,3,22.0,0.0,0.0,0.0,43563,False,0.0
2021,Mercedes-Benz,AMG GLA45 4matic,12.93521739,0.0,20.0,0.0,0.0,0.0,392.0,22.0,0.0,0.0,0.0,4.0,5,2850.0,Premium Gasoline,5,26.0,0.0,0.0,0.0,43572,False,0.0
2021,Kia,Niro FE,5.9502,0.0,52.0,0.0,0.0,0.0,179.0,50.0,0.0,0.0,0.0,4.0,9,1050.0,Regular Gasoline,9,48.0,0.0,0.0,0.0,43633,False,0.0
2021,Kia,Niro Plug-in Hybrid,3.016750266,2.0,48.0,0.0,30.0,0.0,90.0,46.0,32.0,0.0,0.0,4.0,10,1150.0,Regular Gasoline,10,44.0,0.0,34.0,0.0,43686,True,0.0
2021,BMW,530e xDrive,6.855467968,3.0,22.0,0.0,56.0,0.0,203.0,24.0,53.0,0.0,0.0,4.0,7,2600.0,Premium Gasoline,9,28.0,0.0,50.0,0.0,43739,True,0.0
2021,Lexus,LS 500h AWD,11.44269231,0.0,23.0,0.0,0.0,0.0,343.0,25.0,0.0,0.0,0.0,6.0,5,2500.0,Premium Gasoline,5,29.0,0.0,0.0,0.0,43743,False,0.0
2022,MINI,Cooper Countryman All4,11.44269231,0.0,23.0,0.0,0.0,0.0,340.0,25.0,0.0,0.0,0.0,3.0,5,2500.0,Premium Gasoline,5,30.0,0.0,0.0,0.0,43797,False,0.0
2022,BMW,X2 sDrive28i,11.01888889,0.0,23.0,0.0,0.0,0.0,330.0,26.0,0.0,0.0,0.0,4.0,6,2400.0,Premium Gasoline,6,31.0,0.0,0.0,0.0,43833,False,0.0
2022,MINI,Cooper S Clubman,10.25896552,0.0,25.0,0.0,0.0,0.0,304.0,28.0,0.0,0.0,0.0,4.0,6,2250.0,Premium Gasoline,6,34.0,0.0,0.0,0.0,43836,False,0.0
2022,MINI,JCW Countryman All4,11.44269231,0.0,23.0,0.0,0.0,0.0,343.0,26.0,0.0,0.0,0.0,4.0,5,2500.0,Premium Gasoline,5,30.0,0.0,0.0,0.0,43841,False,0.0
2020,Rolls-Royce,Dawn Black Badge,21.25071429,0.0,11.0,0.0,0.0,0.0,637.0,13.0,0.0,0.0,0.0,12.0,1,4650.0,Premium Gasoline,1,18.0,0.0,0.0,0.0,43891,False,0.0
2022,Subaru,Impreza Sport 4-Door,9.917,0.0,27.0,0.0,0.0,0.0,291.0,30.0,0.0,0.0,0.0,4.0,6,1750.0,Regular Gasoline,6,35.0,0.0,0.0,0.0,44061,False,0.0
2022,Subaru,Impreza 5-Door,11.44269231,0.0,23.0,0.0,0.0,0.0,335.0,26.0,0.0,0.0,0.0,4.0,5,2050.0,Regular Gasoline,5,30.0,0.0,0.0,0.0,44062,False,0.0
2022,Toyota,Corolla,9.015454545,0.0,29.0,0.0,0.0,0.0,267.0,33.0,0.0,0.0,0.0,4.0,7,1600.0,Regular Gasoline,7,38.0,0.0,0.0,0.0,44070,False,0.0
2022,Audi,S4,12.39625,0.0,21.0,0.0,0.0,0.0,363.0,24.0,0.0,0.0,0.0,6.0,5,2700.0,Premium Gasoline,5,29.0,0.0,0.0,0.0,44114,False,0.0
2022,Cadillac,CT4 AWD,11.44269231,0.0,22.0,0.0,0.0,0.0,348.0,25.0,0.0,0.0,0.0,4.0,5,2500.0,Premium Gasoline,5,30.0,0.0,0.0,0.0,44116,False,0.0
2022,Audi,A6 quattro,11.44269231,0.0,23.0,0.0,0.0,0.0,335.0,26.0,0.0,0.0,0.0,4.0,5,2500.0,Premium Gasoline,5,31.0,0.0,0.0,0.0,44119,False,0.0
2022,Cadillac,CT5,13.52318182,0.0,19.0,0.0,0.0,0.0,405.0,21.0,0.0,0.0,0.0,6.0,5,2950.0,Premium Gasoline,5,27.0,0.0,0.0,0.0,44129,False,0.0
2022,Cadillac,CT5 V,14.16714286,0.0,18.0,0.0,0.0,0.0,423.0,21.0,0.0,0.0,0.0,6.0,4,3100.0,Premium Gasoline,4,27.0,0.0,0.0,0.0,44130,False,0.0
2022,Audi,RS 6 Avant,17.50058824,0.0,14.0,0.0,0.0,0.0,514.0,17.0,0.0,0.0,0.0,8.0,3,3850.0,Premium Gasoline,3,22.0,0.0,0.0,0.0,44140,False,0.0
2022,Acura,ILX,10.62535714,0.0,24.0,0.0,0.0,0.0,316.0,27.0,0.0,0.0,0.0,4.0,6,2350.0,Premium Gasoline,6,34.0,0.0,0.0,0.0,44178,False,0.0
2022,BMW,330i Sedan,9.917,0.0,26.0,0.0,0.0,0.0,298.0,29.0,0.0,0.0,0.0,4.0,6,2200.0,Premium Gasoline,6,35.0,0.0,0.0,0.0,44181,False,0.0
2022,BMW,M3 Competition Sedan,15.65842105,0.0,16.0,0.0,0.0,0.0,470.0,18.0,0.0,0.0,0.0,6.0,4,3450.0,Premium Gasoline,4,22.0,0.0,0.0,0.0,44184,False,0.0
2022,Volvo,V60CC T5 AWD,11.9004,0.0,21.0,0.0,0.0,0.0,355.0,24.0,0.0,0.0,0.0,4.0,5,2600.0,Premium Gasoline,5,30.0,0.0,0.0,0.0,44193,False,0.0
2022,Volvo,V90CC B6 AWD,11.9004,0.0,22.0,0.0,0.0,0.0,352.0,25.0,0.0,0.0,0.0,4.0,5,2600.0,Premium Gasoline,5,29.0,0.0,0.0,0.0,44195,False,0.0
2022,Cadillac,CT4 AWD,12.39625,0.0,20.0,0.0,0.0,0.0,375.0,23.0,0.0,0.0,0.0,4.0,5,2700.0,Premium Gasoline,5,28.0,0.0,0.0,0.0,44235,False,0.0
2022,Volkswagen,GLI,9.917,0.0,26.0,0.0,0.0,0.0,297.0,29.0,0.0,0.0,0.0,4.0,6,1750.0,Regular Gasoline,6,36.0,0.0,0.0,0.0,44240,False,0.0
2022,Volkswagen,GLI,9.917,0.0,25.0,0.0,0.0,0.0,299.0,29.0,0.0,0.0,0.0,4.0,6,1750.0,Regular Gasoline,6,36.0,0.0,0.0,0.0,44241,False,0.0
2022,Honda,HR-V FWD,9.917,0.0,28.0,0.0,0.0,0.0,292.0,30.0,0.0,0.0,0.0,4.0,6,1750.0,Regular Gasoline,6,33.0,0.0,0.0,0.0,44252,False,0.0
