Country,Energy_type,Year,Energy_consumption,Energy_production,GDP,Population,Energy_intensity_per_capita,Energy_intensity_by_GDP,CO2_emission
United States,all_energy_types,2004,100.002368086,70.169464375,15075.12,292731.8,341.61771316269704,6.633603452974172,5886.416623
United States,coal,2004,22.466194565,22.852098855,15075.12,292731.8,341.61771316269704,6.633603452974172,2133.921259
United States,natural_gas,2004,22.923061371,19.0742537,15075.12,292731.8,341.61771316269704,6.633603452974172,1195.380899
United States,petroleum_n_other_liquids,2004,40.444106636,13.95766714,15075.12,292731.8,341.61771316269704,6.633603452974172,2557.114465
United States,nuclear,2004,8.222774019,8.222774019,15075.12,292731.8,341.61771316269704,6.633603452974172,0.0
United States,renewables_n_other,2004,6.074726225,6.062670661,15075.12,292731.8,341.61771316269704,6.633603452974172,0.0
United States,all_energy_types,2005,100.101576158,69.376922615,15600.22,295433.5,338.8294697723853,6.416677210834206,5993.719256
United States,coal,2005,22.796542703,23.185188691,15600.22,295433.5,338.8294697723853,6.416677210834206,2158.366082
United States,natural_gas,2005,22.565364,18.556014509,15600.22,295433.5,338.8294697723853,6.416677210834206,1200.931081
United States,petroleum_n_other_liquids,2005,40.572561186,13.254097616,15600.22,295433.5,338.8294697723853,6.416677210834206,2634.422093
United States,nuclear,2005,8.160809705,8.160809705,15600.22,295433.5,338.8294697723853,6.416677210834206,0.0
United States,renewables_n_other,2005,6.23355613,6.220812094,15600.22,295433.5,338.8294697723853,6.416677210834206,0.0
United States,all_energy_types,2006,99.391540564,70.677576744,16034.36,298287.8,333.2068578198639,6.1986596636223705,6006.994255
United States,coal,2006,22.447160049,23.789509857,16034.36,298287.8,333.2068578198639,6.1986596636223705,2180.146225
United States,natural_gas,2006,22.238737723,19.021705698,16034.36,298287.8,333.2068578198639,6.1986596636223705,1182.46557
United States,petroleum_n_other_liquids,2006,40.228924947,13.065491311,16034.36,298287.8,333.2068578198639,6.1986596636223705,2644.38246
United States,nuclear,2006,8.214626466,8.214626466,16034.36,298287.8,333.2068578198639,6.1986596636223705,0.0
United States,renewables_n_other,2006,6.636868401,6.586243412,16034.36,298287.8,333.2068578198639,6.1986596636223705,0.0
United States,all_energy_types,2007,100.893363152,71.338068781,16356.75,301157.0,335.01915330541874,6.168301352774848,5929.329204
United States,coal,2007,22.749466285,23.492742083,16356.75,301157.0,335.01915330541874,6.168301352774848,2146.008621
United States,natural_gas,2007,23.662759009,19.786208502,16356.75,301157.0,335.01915330541874,6.168301352774848,1169.696029
United States,petroleum_n_other_liquids,2007,39.997046624,13.09016213,16356.75,301157.0,335.01915330541874,6.168301352774848,2613.624554
United States,nuclear,2007,8.458589234,8.458589234,16356.75,301157.0,335.01915330541874,6.168301352774848,0.0
United States,renewables_n_other,2007,6.523110045,6.510366832,16356.75,301157.0,335.01915330541874,6.168301352774848,0.0
United States,all_energy_types,2008,98.753711164,73.144889538,16376.74,304010.5,324.8365144098641,6.030120229300826,6015.537927
United States,coal,2008,22.387437362,23.851367867,16376.74,304010.5,324.8365144098641,6.030120229300826,2171.295306
United States,natural_gas,2008,23.842953331,20.702883893,16376.74,304010.5,324.8365144098641,6.030120229300826,1245.157609
United States,petroleum_n_other_liquids,2008,37.629816605,12.97260073,16376.74,304010.5,324.8365144098641,6.030120229300826,2599.085012
United States,nuclear,2008,8.426490562,8.426490562,16376.74,304010.5,324.8365144098641,6.030120229300826,0.0
United States,renewables_n_other,2008,7.174688673,7.191546486,16376.74,304010.5,324.8365144098641,6.030120229300826,0.0
United States,all_energy_types,2009,93.94221562,72.591701392,15950.96,306705.5,306.29452559540016,5.889439608650513,5823.12664
United States,coal,2009,19.691205439,21.623721303,15950.96,306705.5,306.29452559540016,5.889439608650513,2138.693435
United States,natural_gas,2009,23.415939986,21.139450375,15950.96,306705.5,306.29452559540016,5.889439608650513,1254.522337
United States,petroleum_n_other_liquids,2009,35.75674743,13.848377711,15950.96,306705.5,306.29452559540016,5.889439608650513,2429.910868
United States,nuclear,2009,8.355220104,8.355220104,15950.96,306705.5,306.29452559540016,5.889439608650513,0.0
United States,renewables_n_other,2009,7.608323793,7.624931899,15950.96,306705.5,306.29452559540016,5.889439608650513,0.0
United States,all_energy_types,2010,97.512985964,74.907484569,16383.04,309274.2,315.29621922552866,5.952069088764967,5403.664819
