Unnamed: 0,Country,Energy_type,Year,Energy_consumption,Energy_production,GDP,Population,Energy_intensity_per_capita,Energy_intensity_by_GDP,CO2_emission
42901,United States,coal,2010,20.833967556,22.038226116,16383.04,309274.2,315.29621922552866,5.952069088764967,1875.159584
42902,United States,natural_gas,2010,24.574753991,21.805763474,16383.04,309274.2,315.29621922552866,5.952069088764967,1233.390342
42903,United States,petroleum_n_other_liquids,2010,36.444217857,14.315300531,16383.04,309274.2,315.29621922552866,5.952069088764967,2295.114893
42904,United States,nuclear,2010,8.434432677,8.434432677,16383.04,309274.2,315.29621922552866,5.952069088764967,0.0
42905,United States,renewables_n_other,2010,8.266858805,8.313761771,16383.04,309274.2,315.29621922552866,5.952069088764967,0.0
44286,United States,all_energy_types,2011,96.870120665,78.105859277,16636.94,311695.5,310.78446966671,5.822592415732701,5593.662183
44287,United States,coal,2011,19.657784073,22.221406892,16636.94,311695.5,310.78446966671,5.822592415732701,1985.938572
44288,United States,natural_gas,2011,24.954538535,23.40571993,16636.94,311695.5,310.78446966671,5.822592415732701,1292.438107
44289,United States,petroleum_n_other_liquids,2011,35.845414344,14.902369958,16636.94,311695.5,310.78446966671,5.822592415732701,2315.285504
44290,United States,nuclear,2011,8.268698496,8.268698496,16636.94,311695.5,310.78446966671,5.822592415732701,0.0
44291,United States,renewables_n_other,2011,9.211720484,9.307664001,16636.94,311695.5,310.78446966671,5.822592415732701,0.0
45672,United States,all_energy_types,2012,94.383225354,79.251053787,17016.41,314178.5,300.4127442011468,5.546600331914899,5454.696471
45673,United States,coal,2012,17.378234004,20.676892971,17016.41,314178.5,300.4127442011468,5.546600331914899,1875.601053
45674,United States,natural_gas,2012,26.088581607,24.610064625,17016.41,314178.5,300.4127442011468,5.546600331914899,1312.327965
45675,United States,petroleum_n_other_liquids,2012,35.039689673,17.009401247,17016.41,314178.5,300.4127442011468,5.546600331914899,2266.767453
45676,United States,nuclear,2012,8.061822158,8.061822158,17016.41,314178.5,300.4127442011468,5.546600331914899,0.0
45677,United States,renewables_n_other,2012,8.856265213,8.892872786,17016.41,314178.5,300.4127442011468,5.546600331914899,0.0
47058,United States,all_energy_types,2013,97.125138216,81.861244307,17329.82,316569.0,306.8055880898003,5.604509349548928,5236.322549
47059,United States,coal,2013,18.038633143,20.001303867,17329.82,316569.0,306.8055880898003,5.604509349548928,1657.873276
47060,United States,natural_gas,2013,26.805134425,24.859072419,17329.82,316569.0,306.8055880898003,5.604509349548928,1371.560957
47061,United States,petroleum_n_other_liquids,2013,35.700419105,19.323712867,17329.82,316569.0,306.8055880898003,5.604509349548928,2206.888316
47062,United States,nuclear,2013,8.244433126,8.244433126,17329.82,316569.0,306.8055880898003,5.604509349548928,0.0
47063,United States,renewables_n_other,2013,9.45896244,9.432722028,17329.82,316569.0,306.8055880898003,5.604509349548928,0.0
48444,United States,all_energy_types,2014,98.288040858,87.748007623,17726.25,319083.2,308.0326411982831,5.544773477639095,5358.870231
48445,United States,coal,2014,17.997632024,20.285705302,17726.25,319083.2,308.0326411982831,5.544773477639095,1717.844544
48446,United States,natural_gas,2014,27.382832545,26.718072525,17726.25,319083.2,308.0326411982831,5.544773477639095,1408.379797
48447,United States,petroleum_n_other_liquids,2014,35.977828212,22.617902362,17726.25,319083.2,308.0326411982831,5.544773477639095,2232.64589
48448,United States,nuclear,2014,8.337559005,8.337559005,17726.25,319083.2,308.0326411982831,5.544773477639095,0.0
48449,United States,renewables_n_other,2014,9.752190324,9.788768429,17726.25,319083.2,308.0326411982831,5.544773477639095,0.0
49830,United States,all_energy_types,2015,97.392089079,88.28046717,18206.03,321618.0,302.8191490494935,5.349441315816793,5413.878798
49831,United States,coal,2015,15.548870189,17.946094536,18206.03,321618.0,302.8191490494935,5.349441315816793,1713.367094
49832,United States,natural_gas,2015,28.191094829,28.066881906,18206.03,321618.0,302.8191490494935,5.349441315816793,1437.536155
49833,United States,petroleum_n_other_liquids,2015,36.740258367,24.176731105,18206.03,321618.0,302.8191490494935,5.349441315816793,2262.975549
49834,United States,nuclear,2015,8.336886237,8.336886237,18206.03,321618.0,302.8191490494935,5.349441315816793,0.0
49835,United States,renewables_n_other,2015,9.73741173,9.753873386,18206.03,321618.0,302.8191490494935,5.349441315816793,0.0
51216,United States,all_energy_types,2016,97.363340787,84.316450522,18509.63,324117.8,300.3949205720883,5.260145166975245,5262.075715
51217,United States,coal,2016,14.225904563,14.667088668,18509.63,324117.8,300.3949205720883,5.260145166975245,1481.89792
51218,United States,natural_gas,2016,28.400351852,27.576023261,18509.63,324117.8,300.3949205720883,5.260145166975245,1478.884313
51219,United States,petroleum_n_other_liquids,2016,37.194180808,23.187219811,18509.63,324117.8,300.3949205720883,5.260145166975245,2301.293482
51220,United States,nuclear,2016,8.426753002,8.426753002,18509.63,324117.8,300.3949205720883,5.260145166975245,0.0
51221,United States,renewables_n_other,2016,10.390662036,10.45936578,18509.63,324117.8,300.3949205720883,5.260145166975245,0.0
52602,United States,all_energy_types,2017,97.633739402,88.102915227,18927.11,326379.8,299.14148915465967,5.158407142030664,5169.496984
52603,United States,coal,2017,13.837465264,15.625377047,18927.11,326379.8,299.14148915465967,5.158407142030664,1355.200263
52604,United States,natural_gas,2017,28.055092568,28.289335056,18927.11,326379.8,299.14148915465967,5.158407142030664,1489.851251
52605,United States,petroleum_n_other_liquids,2017,37.522870556,24.532608642,18927.11,326379.8,299.14148915465967,5.158407142030664,2324.44547
52606,United States,nuclear,2017,8.418968232,8.418968232,18927.11,326379.8,299.14148915465967,5.158407142030664,0.0
52607,United States,renewables_n_other,2017,11.115511517,11.23662625,18927.11,326379.8,299.14148915465967,5.158407142030664,0.0
53988,United States,all_energy_types,2018,101.203412763,95.748508172,19479.58,328317.2,308.2488908988015,5.195359076684405,5131.08098
53989,United States,coal,2018,13.251532387,15.363442028,19479.58,328317.2,308.2488908988015,5.195359076684405,1317.951988
53990,United States,natural_gas,2018,31.1534215,31.88214802,19479.58,328317.2,308.2488908988015,5.195359076684405,1470.964449
53991,United States,petroleum_n_other_liquids,2018,38.354616819,28.512675062,19479.58,328317.2,308.2488908988015,5.195359076684405,2342.164543
53992,United States,nuclear,2018,8.438068207,8.438068207,19479.58,328317.2,308.2488908988015,5.195359076684405,0.0
53993,United States,renewables_n_other,2018,11.342540966,11.552174855,19479.58,328317.2,308.2488908988015,5.195359076684405,0.0
55374,United States,all_energy_types,2019,100.434067942,101.400918072,19925.43,330043.8,304.3052708216304,5.040496889753446,5277.192754
55375,United States,coal,2019,11.315594693,14.255763025,19925.43,330043.8,304.3052708216304,5.040496889753446,1262.555409
55376,United States,natural_gas,2019,32.252006995,35.187183375,19925.43,330043.8,304.3052708216304,5.040496889753446,1626.410978
55377,United States,petroleum_n_other_liquids,2019,38.329385876,31.910981733,19925.43,330043.8,304.3052708216304,5.040496889753446,2388.226367
